@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute pose-1 numeric
@attribute pose-2 numeric
@attribute pose-3 numeric
@attribute pose-4 numeric
@attribute pose-5 numeric
@attribute pose-6 numeric
@attribute pose-7 numeric
@attribute pose-8 numeric
@attribute pose-9 numeric
@attribute pose-10 numeric
@attribute pose-11 numeric
@attribute pose-12 numeric
@attribute pose-13 numeric
@attribute pose-14 numeric
@attribute pose-15 numeric
@attribute pose-16 numeric
@attribute pose-17 numeric
@attribute pose-18 numeric
@attribute pose-19 numeric
@attribute pose-20 numeric
@attribute pose-21 numeric
@attribute pose-22 numeric
@attribute pose-23 numeric
@attribute pose-24 numeric
@attribute pose-25 numeric
@attribute pose-26 numeric
@attribute pose-27 numeric
@attribute pose-28 numeric
@attribute pose-29 numeric
@attribute pose-30 numeric
@attribute pose-31 numeric
@attribute pose-32 numeric
@attribute pose-33 numeric
@attribute pose-34 numeric
@attribute pose-35 numeric
@attribute pose-36 numeric
@attribute pose-37 numeric
@attribute pose-38 numeric
@attribute pose-39 numeric
@attribute pose-40 numeric
@attribute pose-41 numeric
@attribute pose-42 numeric
@attribute pose-43 numeric
@attribute pose-44 numeric
@attribute pose-45 numeric
@attribute pose-46 numeric
@attribute pose-47 numeric
@attribute pose-48 numeric
@attribute pose-49 numeric
@attribute pose-50 numeric
@attribute pose-51 numeric
@attribute pose-52 numeric
@attribute pose-53 numeric
@attribute pose-54 numeric
@attribute pose-55 numeric
@attribute pose-56 numeric
@attribute pose-57 numeric
@attribute pose-58 numeric
@attribute pose-59 numeric
@attribute pose-60 numeric
@attribute pose-61 numeric
@attribute pose-62 numeric
@attribute pose-63 numeric
@attribute pose-64 numeric
@attribute pose-65 numeric
@attribute pose-66 numeric
@attribute pose-67 numeric
@attribute pose-68 numeric
@attribute pose-69 numeric
@attribute pose-70 numeric
@attribute pose-71 numeric
@attribute pose-72 numeric
@attribute pose-73 numeric
@attribute pose-74 numeric
@attribute pose-75 numeric
@attribute pose-76 numeric
@attribute pose-77 numeric
@attribute pose-78 numeric
@attribute pose-79 numeric
@attribute pose-80 numeric
@attribute pose-81 numeric
@attribute pose-82 numeric
@attribute pose-83 numeric
@attribute pose-84 numeric
@attribute pose-85 numeric
@attribute pose-86 numeric
@attribute pose-87 numeric
@attribute pose-88 numeric
@attribute pose-89 numeric
@attribute pose-90 numeric
@attribute pose-91 numeric
@attribute pose-92 numeric
@attribute pose-93 numeric
@attribute pose-94 numeric
@attribute pose-95 numeric
@attribute pose-96 numeric
@attribute pose-97 numeric
@attribute pose-98 numeric
@attribute pose-99 numeric
@attribute pose-100 numeric
@attribute pose-101 numeric
@attribute pose-102 numeric
@attribute pose-103 numeric
@attribute pose-104 numeric
@attribute pose-105 numeric
@attribute pose-106 numeric
@attribute pose-107 numeric
@attribute pose-108 numeric
@attribute pose-109 numeric
@attribute pose-110 numeric
@attribute pose-111 numeric
@attribute pose-112 numeric
@attribute pose-113 numeric
@attribute pose-114 numeric
@attribute pose-115 numeric
@attribute pose-116 numeric
@attribute pose-117 numeric
@attribute pose-118 numeric
@attribute pose-119 numeric
@attribute pose-120 numeric
@attribute pose-121 numeric
@attribute pose-122 numeric
@attribute pose-123 numeric
@attribute pose-124 numeric
@attribute pose-125 numeric
@attribute pose-126 numeric
@attribute pose-127 numeric
@attribute pose-128 numeric
@attribute pose-129 numeric
@attribute pose-130 numeric
@attribute pose-131 numeric
@attribute pose-132 numeric
@attribute class-1 numeric
@attribute class-2 numeric
@attribute class-3 numeric
@attribute class-4 numeric
@attribute class-5 numeric
@attribute class-6 numeric

@data
657,'2025/02/21 22:39:57:800',3,0.212431,0.244901,0.261694,0.278157,0.220054,0.215836,0.210924,0.33612,0.244526,0.256168,0.225832,0.445462,0.28551,0.502482,0.392995,0.453925,0.401925,0.470069,0.404376,0.435359,0.38479,0.433475,0.38694,0.444734,0.338415,0.461099,0.311335,0.424316,0.298911,0.465325,0.314316,0.251853,0.222648,0.139118,0.061089,0.058721,0.057426,0.067637,0.069548,0.070292,0.092611,0.102156,0.219783,0.222244,0.548421,0.507253,1.184288,1.096905,1.684949,1.540134,1.824607,1.663158,1.819414,1.678122,1.76763,1.636693,1.542157,1.504766,2.33998,2.293407,3.05579,3.007111,3.196422,3.154558,3.137981,3.08725,-0.740868,-0.766614,-0.767216,-0.76711,-0.684278,-0.685473,-0.686077,-0.703491,-0.333062,-0.692311,-0.591755,-0.726149,0.075055,-0.916847,0.219978,-1.079729,0.015053,-1.185905,-0.022397,-1.209468,-0.119694,-1.085574,-0.033516,-0.245483,0.245067,-0.074729,0.249428,0.295914,0.778143,0.311874,0.820864,-0.030945,0.602364,0.993262,0.993515,0.993061,0.993956,0.995107,0.996304,0.996946,0.997558,0.996465,0.992076,0.991046,0.997076,0.9861,0.695576,0.003045,0.147421,0.002499,0.166651,0.005479,0.20333,0.007545,0.148359,0.007015,0.09003,0.075807,0.009037,0.001213,0.009725,0.001416,0.022587,0.004457,0.010833,0.002483,0,0,1,0,0,0
658,'2025/02/21 22:39:57:815',3,0.212431,0.244901,0.261694,0.278157,0.220054,0.215836,0.210924,0.33612,0.244526,0.256168,0.225832,0.445462,0.28551,0.502482,0.392995,0.453925,0.401925,0.470069,0.404376,0.435359,0.38479,0.433475,0.38694,0.444734,0.338415,0.461099,0.311335,0.424316,0.298911,0.465325,0.314316,0.251853,0.222648,0.139118,0.061089,0.058721,0.057426,0.067637,0.069548,0.070292,0.092611,0.102156,0.219783,0.222244,0.548421,0.507253,1.184288,1.096905,1.684949,1.540134,1.824607,1.663158,1.819414,1.678122,1.76763,1.636693,1.542157,1.504766,2.33998,2.293407,3.05579,3.007111,3.196422,3.154558,3.137981,3.08725,-0.740868,-0.766614,-0.767216,-0.76711,-0.684278,-0.685473,-0.686077,-0.703491,-0.333062,-0.692311,-0.591755,-0.726149,0.075055,-0.916847,0.219978,-1.079729,0.015053,-1.185905,-0.022397,-1.209468,-0.119694,-1.085574,-0.033516,-0.245483,0.245067,-0.074729,0.249428,0.295914,0.778143,0.311874,0.820864,-0.030945,0.602364,0.993262,0.993515,0.993061,0.993956,0.995107,0.996304,0.996946,0.997558,0.996465,0.992076,0.991046,0.997076,0.9861,0.695576,0.003045,0.147421,0.002499,0.166651,0.005479,0.20333,0.007545,0.148359,0.007015,0.09003,0.075807,0.009037,0.001213,0.009725,0.001416,0.022587,0.004457,0.010833,0.002483,0,0,1,0,0,0
659,'2025/02/21 22:39:57:833',3,0.2182,0.248456,0.264804,0.281308,0.222223,0.21725,0.211905,0.341163,0.246323,0.259141,0.227329,0.457879,0.283536,0.506801,0.393924,0.454409,0.40712,0.467581,0.409416,0.434187,0.392339,0.433839,0.394242,0.446834,0.338564,0.461277,0.312709,0.426829,0.296326,0.465394,0.310668,0.26363,0.219069,0.138839,0.06141,0.059024,0.05789,0.068515,0.070702,0.071746,0.094437,0.103066,0.217515,0.221423,0.556541,0.505568,1.089527,1.091455,1.674537,1.523091,1.812895,1.647022,1.804528,1.658178,1.752117,1.615784,1.540777,1.502169,2.338074,2.287982,3.037861,2.995718,3.17282,3.141565,3.127088,3.079171,-0.743569,-0.770747,-0.771349,-0.770872,-0.688178,-0.689381,-0.689985,-0.71292,-0.340793,-0.696429,-0.595955,-0.73416,0.068679,-0.916037,0.218395,-1.074927,0.013621,-1.182603,-0.025356,-1.200559,-0.120942,-1.079516,-0.034441,-0.245069,0.24466,-0.069244,0.250805,0.322269,0.784345,0.340522,0.827184,-0.006541,0.606893,0.993817,0.994061,0.993653,0.994466,0.995508,0.996605,0.997186,0.997762,0.99672,0.992667,0.991676,0.997258,0.986836,0.703697,0.003127,0.147844,0.002565,0.167259,0.005652,0.204286,0.007788,0.149018,0.007251,0.092405,0.077727,0.009381,0.001302,0.010231,0.001535,0.023414,0.004763,0.011328,0.002663,0,0,1,0,0,0
660,'2025/02/21 22:39:57:849',3,0.2182,0.248456,0.264804,0.281308,0.222223,0.21725,0.211905,0.341163,0.246323,0.259141,0.227329,0.457879,0.283536,0.506801,0.393924,0.454409,0.40712,0.467581,0.409416,0.434187,0.392339,0.433839,0.394242,0.446834,0.338564,0.461277,0.312709,0.426829,0.296326,0.465394,0.310668,0.26363,0.219069,0.138839,0.06141,0.059024,0.05789,0.068515,0.070702,0.071746,0.094437,0.103066,0.217515,0.221423,0.556541,0.505568,1.089527,1.091455,1.674537,1.523091,1.812895,1.647022,1.804528,1.658178,1.752117,1.615784,1.540777,1.502169,2.338074,2.287982,3.037861,2.995718,3.17282,3.141565,3.127088,3.079171,-0.743569,-0.770747,-0.771349,-0.770872,-0.688178,-0.689381,-0.689985,-0.71292,-0.340793,-0.696429,-0.595955,-0.73416,0.068679,-0.916037,0.218395,-1.074927,0.013621,-1.182603,-0.025356,-1.200559,-0.120942,-1.079516,-0.034441,-0.245069,0.24466,-0.069244,0.250805,0.322269,0.784345,0.340522,0.827184,-0.006541,0.606893,0.993817,0.994061,0.993653,0.994466,0.995508,0.996605,0.997186,0.997762,0.99672,0.992667,0.991676,0.997258,0.986836,0.703697,0.003127,0.147844,0.002565,0.167259,0.005652,0.204286,0.007788,0.149018,0.007251,0.092405,0.077727,0.009381,0.001302,0.010231,0.001535,0.023414,0.004763,0.011328,0.002663,0,0,1,0,0,0
661,'2025/02/21 22:39:57:866',3,0.238713,0.270633,0.287889,0.305216,0.244801,0.240036,0.234993,0.361822,0.268199,0.282274,0.250077,0.477177,0.305782,0.531743,0.405883,0.460539,0.406577,0.470766,0.405622,0.43482,0.390385,0.436298,0.393913,0.477019,0.359764,0.49583,0.334109,0.455134,0.319237,0.491369,0.336001,0.293799,0.234931,0.138629,0.060824,0.058181,0.056985,0.068501,0.070718,0.071809,0.094393,0.103077,0.216507,0.220913,0.554944,0.505569,1.07311,1.089652,1.670195,1.52081,1.810783,1.646314,1.800824,1.659546,1.747519,1.615701,1.541136,1.502649,2.337855,2.287939,3.032111,2.984835,3.168416,3.128466,3.124943,3.074561,-0.748088,-0.777578,-0.778176,-0.777604,-0.691227,-0.692423,-0.693022,-0.731464,-0.341845,-0.705102,-0.599137,-0.758489,0.064612,-0.938982,0.217298,-1.078832,0.014069,-1.187171,-0.024963,-1.20091,-0.120828,-1.081441,-0.034245,-0.24593,0.245553,-0.03599,0.297842,0.399273,0.897895,0.42258,0.948383,0.100513,0.750779,0.994393,0.994622,0.994254,0.994988,0.99593,0.996922,0.997446,0.997972,0.997017,0.993331,0.992416,0.997463,0.987767,0.708801,0.003151,0.147164,0.002563,0.167241,0.005706,0.204483,0.007867,0.148567,0.007344,0.09327,0.078151,0.009513,0.001357,0.010745,0.001629,0.024613,0.005125,0.011792,0.002815,0,0,1,0,0,0
662,'2025/02/21 22:39:57:882',3,0.238713,0.270633,0.287889,0.305216,0.244801,0.240036,0.234993,0.361822,0.268199,0.282274,0.250077,0.477177,0.305782,0.531743,0.405883,0.460539,0.406577,0.470766,0.405622,0.43482,0.390385,0.436298,0.393913,0.477019,0.359764,0.49583,0.334109,0.455134,0.319237,0.491369,0.336001,0.293799,0.234931,0.138629,0.060824,0.058181,0.056985,0.068501,0.070718,0.071809,0.094393,0.103077,0.216507,0.220913,0.554944,0.505569,1.07311,1.089652,1.670195,1.52081,1.810783,1.646314,1.800824,1.659546,1.747519,1.615701,1.541136,1.502649,2.337855,2.287939,3.032111,2.984835,3.168416,3.128466,3.124943,3.074561,-0.748088,-0.777578,-0.778176,-0.777604,-0.691227,-0.692423,-0.693022,-0.731464,-0.341845,-0.705102,-0.599137,-0.758489,0.064612,-0.938982,0.217298,-1.078832,0.014069,-1.187171,-0.024963,-1.20091,-0.120828,-1.081441,-0.034245,-0.24593,0.245553,-0.03599,0.297842,0.399273,0.897895,0.42258,0.948383,0.100513,0.750779,0.994393,0.994622,0.994254,0.994988,0.99593,0.996922,0.997446,0.997972,0.997017,0.993331,0.992416,0.997463,0.987767,0.708801,0.003151,0.147164,0.002563,0.167241,0.005706,0.204483,0.007867,0.148567,0.007344,0.09327,0.078151,0.009513,0.001357,0.010745,0.001629,0.024613,0.005125,0.011792,0.002815,0,0,1,0,0,0
663,'2025/02/21 22:39:57:899',3,0.242267,0.275423,0.293852,0.31293,0.243709,0.237479,0.23164,0.367177,0.26506,0.289903,0.249965,0.479125,0.30781,0.534184,0.427088,0.460766,0.431979,0.469663,0.431231,0.43262,0.414966,0.434633,0.417884,0.472005,0.360611,0.479711,0.330352,0.446032,0.312997,0.484183,0.328983,0.284082,0.228902,0.131567,0.054026,0.050307,0.048097,0.065147,0.06826,0.069943,0.089318,0.100182,0.208372,0.215135,0.55515,0.511316,1.144416,1.096766,1.686264,1.537178,1.828937,1.668637,1.818552,1.68385,1.764467,1.636472,1.557203,1.51602,2.357463,2.319822,3.082128,3.02754,3.226917,3.179823,3.16476,3.103964,-0.761394,-0.787806,-0.788413,-0.787802,-0.701135,-0.702348,-0.702956,-0.7318,-0.341726,-0.71422,-0.608411,-0.766169,0.07297,-0.944542,0.237628,-1.094089,0.025717,-1.209897,-0.016469,-1.222547,-0.116012,-1.096553,-0.024829,-0.254232,0.253896,-0.043995,0.317148,0.397469,0.886311,0.420726,0.931348,0.086068,0.703012,0.994873,0.995095,0.994763,0.995431,0.996279,0.997182,0.997656,0.99815,0.997242,0.993878,0.993005,0.997636,0.988337,0.720994,0.003135,0.153266,0.002549,0.172974,0.005722,0.21146,0.007896,0.153501,0.007374,0.094066,0.077732,0.009838,0.00139,0.011261,0.001729,0.025399,0.005376,0.012331,0.002984,0,0,1,0,0,0
664,'2025/02/21 22:39:57:915',3,0.242267,0.275423,0.293852,0.31293,0.243709,0.237479,0.23164,0.367177,0.26506,0.289903,0.249965,0.479125,0.30781,0.534184,0.427088,0.460766,0.431979,0.469663,0.431231,0.43262,0.414966,0.434633,0.417884,0.472005,0.360611,0.479711,0.330352,0.446032,0.312997,0.484183,0.328983,0.284082,0.228902,0.131567,0.054026,0.050307,0.048097,0.065147,0.06826,0.069943,0.089318,0.100182,0.208372,0.215135,0.55515,0.511316,1.144416,1.096766,1.686264,1.537178,1.828937,1.668637,1.818552,1.68385,1.764467,1.636472,1.557203,1.51602,2.357463,2.319822,3.082128,3.02754,3.226917,3.179823,3.16476,3.103964,-0.761394,-0.787806,-0.788413,-0.787802,-0.701135,-0.702348,-0.702956,-0.7318,-0.341726,-0.71422,-0.608411,-0.766169,0.07297,-0.944542,0.237628,-1.094089,0.025717,-1.209897,-0.016469,-1.222547,-0.116012,-1.096553,-0.024829,-0.254232,0.253896,-0.043995,0.317148,0.397469,0.886311,0.420726,0.931348,0.086068,0.703012,0.994873,0.995095,0.994763,0.995431,0.996279,0.997182,0.997656,0.99815,0.997242,0.993878,0.993005,0.997636,0.988337,0.720994,0.003135,0.153266,0.002549,0.172974,0.005722,0.21146,0.007896,0.153501,0.007374,0.094066,0.077732,0.009838,0.00139,0.011261,0.001729,0.025399,0.005376,0.012331,0.002984,0,0,1,0,0,0
665,'2025/02/21 22:39:57:933',3,0.269372,0.305438,0.32477,0.343503,0.272774,0.266113,0.25947,0.390743,0.286315,0.31524,0.274265,0.495445,0.322138,0.5572,0.423484,0.489148,0.425526,0.499293,0.424101,0.462973,0.408875,0.464787,0.412114,0.502832,0.377752,0.515438,0.34954,0.481368,0.333048,0.517652,0.348952,0.321105,0.247352,0.127533,0.051398,0.048115,0.046416,0.063242,0.066989,0.069232,0.089284,0.100219,0.206906,0.213503,0.556344,0.517048,1.170859,1.101839,1.68635,1.537323,1.828713,1.668781,1.819896,1.68559,1.765373,1.636885,1.570712,1.529805,2.385484,2.327183,3.089845,3.035555,3.232129,3.186239,3.17403,3.119542,-0.752733,-0.784939,-0.785525,-0.785343,-0.698232,-0.69944,-0.700003,-0.723249,-0.335703,-0.70817,-0.603144,-0.765238,0.076447,-0.928841,0.249899,-1.074907,0.065988,-1.18921,0.028188,-1.204531,-0.070568,-1.079149,0.016798,-0.253553,0.25321,-0.020041,0.332741,0.474508,0.955573,0.503304,1.007152,0.17704,0.791247,0.995279,0.995495,0.995194,0.995805,0.99658,0.997408,0.997841,0.998298,0.997447,0.994356,0.993549,0.997761,0.988993,0.714528,0.003145,0.145525,0.002495,0.165415,0.00565,0.202672,0.007813,0.146861,0.0073,0.092567,0.076763,0.009658,0.001362,0.011094,0.001724,0.0249,0.005337,0.012107,0.002973,0,0,1,0,0,0
666,'2025/02/21 22:39:57:947',3,0.269372,0.305438,0.32477,0.343503,0.272774,0.266113,0.25947,0.390743,0.286315,0.31524,0.274265,0.495445,0.322138,0.5572,0.423484,0.489148,0.425526,0.499293,0.424101,0.462973,0.408875,0.464787,0.412114,0.502832,0.377752,0.515438,0.34954,0.481368,0.333048,0.517652,0.348952,0.321105,0.247352,0.127533,0.051398,0.048115,0.046416,0.063242,0.066989,0.069232,0.089284,0.100219,0.206906,0.213503,0.556344,0.517048,1.170859,1.101839,1.68635,1.537323,1.828713,1.668781,1.819896,1.68559,1.765373,1.636885,1.570712,1.529805,2.385484,2.327183,3.089845,3.035555,3.232129,3.186239,3.17403,3.119542,-0.752733,-0.784939,-0.785525,-0.785343,-0.698232,-0.69944,-0.700003,-0.723249,-0.335703,-0.70817,-0.603144,-0.765238,0.076447,-0.928841,0.249899,-1.074907,0.065988,-1.18921,0.028188,-1.204531,-0.070568,-1.079149,0.016798,-0.253553,0.25321,-0.020041,0.332741,0.474508,0.955573,0.503304,1.007152,0.17704,0.791247,0.995279,0.995495,0.995194,0.995805,0.99658,0.997408,0.997841,0.998298,0.997447,0.994356,0.993549,0.997761,0.988993,0.714528,0.003145,0.145525,0.002495,0.165415,0.00565,0.202672,0.007813,0.146861,0.0073,0.092567,0.076763,0.009658,0.001362,0.011094,0.001724,0.0249,0.005337,0.012107,0.002973,0,0,1,0,0,0
667,'2025/02/21 22:39:57:965',3,0.277359,0.313795,0.336325,0.357454,0.276274,0.267254,0.259321,0.401205,0.28314,0.325506,0.280476,0.494719,0.345733,0.549285,0.47231,0.483742,0.475862,0.491536,0.476138,0.460604,0.451713,0.462956,0.454583,0.496298,0.396445,0.507652,0.375941,0.481084,0.353184,0.521488,0.366481,0.321683,0.270908,0.127202,0.049922,0.045998,0.043873,0.062693,0.066718,0.069116,0.086103,0.100658,0.20686,0.213525,0.55663,0.523378,1.205973,1.12118,1.710158,1.577122,1.850587,1.711716,1.831525,1.721745,1.782688,1.675958,1.599227,1.556976,2.411725,2.369578,3.136178,3.09955,3.28156,3.248872,3.212422,3.171778,-0.747721,-0.773844,-0.774443,-0.774285,-0.690433,-0.691652,-0.69224,-0.70415,-0.333933,-0.698107,-0.596454,-0.73427,0.0885,-0.91343,0.246534,-1.067789,0.05525,-1.180627,0.016139,-1.194269,-0.080478,-1.071286,0.006737,-0.253159,0.252827,-0.034258,0.270638,0.460968,0.818164,0.484999,0.861726,0.159142,0.652718,0.995689,0.995888,0.995614,0.996169,0.996875,0.997628,0.998018,0.998441,0.997638,0.994746,0.993976,0.997841,0.989041,0.724272,0.00313,0.152557,0.002545,0.172455,0.005803,0.211021,0.007999,0.154529,0.007523,0.100278,0.082747,0.010211,0.001429,0.011223,0.001777,0.025291,0.005381,0.012433,0.003069,0,0,1,0,0,0
668,'2025/02/21 22:39:57:982',3,0.277359,0.313795,0.336325,0.357454,0.276274,0.267254,0.259321,0.401205,0.28314,0.325506,0.280476,0.494719,0.345733,0.549285,0.47231,0.483742,0.475862,0.491536,0.476138,0.460604,0.451713,0.462956,0.454583,0.496298,0.396445,0.507652,0.375941,0.481084,0.353184,0.521488,0.366481,0.321683,0.270908,0.127202,0.049922,0.045998,0.043873,0.062693,0.066718,0.069116,0.086103,0.100658,0.20686,0.213525,0.55663,0.523378,1.205973,1.12118,1.710158,1.577122,1.850587,1.711716,1.831525,1.721745,1.782688,1.675958,1.599227,1.556976,2.411725,2.369578,3.136178,3.09955,3.28156,3.248872,3.212422,3.171778,-0.747721,-0.773844,-0.774443,-0.774285,-0.690433,-0.691652,-0.69224,-0.70415,-0.333933,-0.698107,-0.596454,-0.73427,0.0885,-0.91343,0.246534,-1.067789,0.05525,-1.180627,0.016139,-1.194269,-0.080478,-1.071286,0.006737,-0.253159,0.252827,-0.034258,0.270638,0.460968,0.818164,0.484999,0.861726,0.159142,0.652718,0.995689,0.995888,0.995614,0.996169,0.996875,0.997628,0.998018,0.998441,0.997638,0.994746,0.993976,0.997841,0.989041,0.724272,0.00313,0.152557,0.002545,0.172455,0.005803,0.211021,0.007999,0.154529,0.007523,0.100278,0.082747,0.010211,0.001429,0.011223,0.001777,0.025291,0.005381,0.012433,0.003069,0,0,1,0,0,0
669,'2025/02/21 22:39:57:999',3,0.298515,0.334406,0.354639,0.374511,0.298642,0.290311,0.282278,0.416013,0.302526,0.345259,0.299198,0.517936,0.348047,0.591163,0.45636,0.519836,0.460469,0.527478,0.459893,0.493338,0.440957,0.494979,0.443761,0.532277,0.406777,0.544308,0.380237,0.505204,0.361155,0.54318,0.376715,0.341876,0.277662,0.126876,0.049984,0.046079,0.043964,0.062754,0.066816,0.069272,0.08485,0.101203,0.206565,0.213303,0.545399,0.528042,1.203747,1.126645,1.700154,1.574776,1.845727,1.70829,1.826813,1.713096,1.775362,1.665095,1.596546,1.554757,2.407605,2.363414,3.125435,3.087571,3.268821,3.235795,3.20662,3.164542,-0.739753,-0.768859,-0.769451,-0.769436,-0.683782,-0.684999,-0.685753,-0.678862,-0.320401,-0.694576,-0.591003,-0.717514,0.103606,-0.900996,0.263284,-1.070332,0.060889,-1.18523,0.020986,-1.198579,-0.075308,-1.073677,0.012448,-0.25295,0.252597,-0.074518,0.289621,0.41222,0.899319,0.438527,0.949484,0.083631,0.719731,0.996053,0.996239,0.995994,0.9965,0.997137,0.997824,0.998177,0.998574,0.997813,0.995179,0.994454,0.997985,0.989534,0.731268,0.003219,0.15342,0.002514,0.174161,0.005789,0.213483,0.00799,0.156843,0.007558,0.101549,0.083043,0.011052,0.001508,0.012154,0.001928,0.026594,0.005658,0.013478,0.003305,0,0,1,0,0,0
670,'2025/02/21 22:39:58:015',3,0.298515,0.334406,0.354639,0.374511,0.298642,0.290311,0.282278,0.416013,0.302526,0.345259,0.299198,0.517936,0.348047,0.591163,0.45636,0.519836,0.460469,0.527478,0.459893,0.493338,0.440957,0.494979,0.443761,0.532277,0.406777,0.544308,0.380237,0.505204,0.361155,0.54318,0.376715,0.341876,0.277662,0.126876,0.049984,0.046079,0.043964,0.062754,0.066816,0.069272,0.08485,0.101203,0.206565,0.213303,0.545399,0.528042,1.203747,1.126645,1.700154,1.574776,1.845727,1.70829,1.826813,1.713096,1.775362,1.665095,1.596546,1.554757,2.407605,2.363414,3.125435,3.087571,3.268821,3.235795,3.20662,3.164542,-0.739753,-0.768859,-0.769451,-0.769436,-0.683782,-0.684999,-0.685753,-0.678862,-0.320401,-0.694576,-0.591003,-0.717514,0.103606,-0.900996,0.263284,-1.070332,0.060889,-1.18523,0.020986,-1.198579,-0.075308,-1.073677,0.012448,-0.25295,0.252597,-0.074518,0.289621,0.41222,0.899319,0.438527,0.949484,0.083631,0.719731,0.996053,0.996239,0.995994,0.9965,0.997137,0.997824,0.998177,0.998574,0.997813,0.995179,0.994454,0.997985,0.989534,0.731268,0.003219,0.15342,0.002514,0.174161,0.005789,0.213483,0.00799,0.156843,0.007558,0.101549,0.083043,0.011052,0.001508,0.012154,0.001928,0.026594,0.005658,0.013478,0.003305,0,0,1,0,0,0
671,'2025/02/21 22:39:58:032',3,0.319923,0.352445,0.371807,0.389851,0.317088,0.309327,0.301533,0.435452,0.321973,0.366745,0.322522,0.548515,0.373052,0.615097,0.478251,0.546693,0.484028,0.558129,0.481797,0.52136,0.466234,0.521509,0.469713,0.548141,0.421034,0.549684,0.390222,0.511734,0.3724,0.550698,0.39073,0.341797,0.281936,0.128881,0.050311,0.046433,0.044314,0.063929,0.068545,0.071757,0.085701,0.103959,0.207378,0.218397,0.545457,0.529194,1.205956,1.128721,1.703269,1.573601,1.849521,1.70664,1.834244,1.713349,1.780846,1.664797,1.60087,1.557629,2.407601,2.363398,3.123433,3.080201,3.26879,3.227773,3.213117,3.164144,-0.758678,-0.782771,-0.783378,-0.783408,-0.695016,-0.69624,-0.696919,-0.698213,-0.320137,-0.707311,-0.599851,-0.748872,0.116027,-0.95619,0.287012,-1.132505,0.092691,-1.253751,0.056382,-1.262821,-0.043417,-1.134535,0.042639,-0.266134,0.265822,-0.079912,0.411124,0.404268,1.075866,0.431738,1.131295,0.075068,0.912958,0.996417,0.996592,0.996372,0.99683,0.997402,0.998024,0.998341,0.998709,0.998005,0.995609,0.994928,0.998135,0.990084,0.740896,0.003175,0.156103,0.002426,0.177227,0.005657,0.217171,0.007808,0.159518,0.007414,0.104313,0.083542,0.013454,0.001691,0.015283,0.002271,0.03219,0.006623,0.016582,0.003849,0,0,1,0,0,0
672,'2025/02/21 22:39:58:049',3,0.319923,0.352445,0.371807,0.389851,0.317088,0.309327,0.301533,0.435452,0.321973,0.366745,0.322522,0.548515,0.373052,0.615097,0.478251,0.546693,0.484028,0.558129,0.481797,0.52136,0.466234,0.521509,0.469713,0.548141,0.421034,0.549684,0.390222,0.511734,0.3724,0.550698,0.39073,0.341797,0.281936,0.128881,0.050311,0.046433,0.044314,0.063929,0.068545,0.071757,0.085701,0.103959,0.207378,0.218397,0.545457,0.529194,1.205956,1.128721,1.703269,1.573601,1.849521,1.70664,1.834244,1.713349,1.780846,1.664797,1.60087,1.557629,2.407601,2.363398,3.123433,3.080201,3.26879,3.227773,3.213117,3.164144,-0.758678,-0.782771,-0.783378,-0.783408,-0.695016,-0.69624,-0.696919,-0.698213,-0.320137,-0.707311,-0.599851,-0.748872,0.116027,-0.95619,0.287012,-1.132505,0.092691,-1.253751,0.056382,-1.262821,-0.043417,-1.134535,0.042639,-0.266134,0.265822,-0.079912,0.411124,0.404268,1.075866,0.431738,1.131295,0.075068,0.912958,0.996417,0.996592,0.996372,0.99683,0.997402,0.998024,0.998341,0.998709,0.998005,0.995609,0.994928,0.998135,0.990084,0.740896,0.003175,0.156103,0.002426,0.177227,0.005657,0.217171,0.007808,0.159518,0.007414,0.104313,0.083542,0.013454,0.001691,0.015283,0.002271,0.03219,0.006623,0.016582,0.003849,0,0,1,0,0,0
673,'2025/02/21 22:39:58:066',3,0.320908,0.351163,0.368172,0.386642,0.319553,0.312678,0.305518,0.436917,0.328908,0.364365,0.324626,0.547842,0.384346,0.619455,0.47346,0.56818,0.474173,0.579309,0.472253,0.544863,0.454577,0.543541,0.458377,0.550433,0.437328,0.534641,0.408315,0.515518,0.394603,0.557561,0.408823,0.360994,0.3198,0.129261,0.05127,0.047656,0.045611,0.064501,0.068946,0.072152,0.088931,0.105499,0.205684,0.216752,0.542875,0.529061,1.129063,1.118738,1.702315,1.559159,1.849196,1.688121,1.828659,1.689613,1.778601,1.645185,1.599235,1.556246,2.38362,2.303301,3.115317,3.049011,3.265843,3.197674,3.177665,3.120569,-0.713089,-0.736022,-0.736644,-0.736146,-0.651062,-0.652306,-0.652678,-0.665926,-0.288668,-0.664258,-0.56069,-0.718622,0.136977,-0.923289,0.309005,-1.119566,0.12978,-1.239821,0.096349,-1.248189,-0.000838,-1.121353,0.080975,-0.265671,0.265333,-0.033345,0.371354,0.460498,1.009999,0.489663,1.041596,0.173345,0.811982,0.996718,0.996875,0.996679,0.997098,0.997613,0.998181,0.998466,0.998815,0.998139,0.99593,0.995262,0.998209,0.989889,0.757521,0.003324,0.182791,0.002611,0.201463,0.006032,0.244043,0.008309,0.184979,0.008047,0.110173,0.087451,0.013559,0.001687,0.015057,0.002235,0.03205,0.006457,0.016822,0.003846,0,0,1,0,0,0
